,Unnamed: 0,State,Year,Season,Crop,Area,Production,Rainfall
36622,76198,Jharkhand,2005,Winter     ,Rice,36356.25,24988.86,960.4
36625,76201,Jharkhand,2006,Autumn     ,Rice,3462.76,2677.33,1459.5
36635,76211,Jharkhand,2006,Winter     ,Rice,44170.57,56155.33,1459.5
36638,76214,Jharkhand,2007,Autumn     ,Rice,3074.29,2996.67,1437.3
36648,76224,Jharkhand,2007,Winter     ,Rice,40671.59,61875.33,1437.3
36658,76234,Jharkhand,2003,Winter     ,Rice,33296.39,38934.58,1245.0
36663,76239,Jharkhand,2004,Winter     ,Rice,29090.55,38128.01,1136.6
36670,76246,Jharkhand,2005,Winter     ,Rice,33697.09,7480.75,960.4
36673,76249,Jharkhand,2006,Autumn     ,Rice,806.4,896.0,1459.5
36681,76257,Jharkhand,2006,Winter     ,Rice,32531.72,64781.33,1459.5
36684,76260,Jharkhand,2007,Autumn     ,Rice,900.0,1480.0,1437.3
36692,76268,Jharkhand,2007,Winter     ,Rice,31107.51,38179.33,1437.3
36708,76284,Jharkhand,2002,Winter     ,Rice,14685.71,18552.95,1034.9
36713,76289,Jharkhand,2003,Winter     ,Rice,12515.08,11697.43,1245.0
36720,76296,Jharkhand,2004,Winter     ,Rice,11912.93,6912.17,1136.6
36729,76305,Jharkhand,2005,Winter     ,Rice,9461.03,4919.33,960.4
36732,76308,Jharkhand,2006,Autumn     ,Rice,620.35,533.33,1459.5
36742,76318,Jharkhand,2006,Winter     ,Rice,11718.31,13038.67,1459.5
36745,76321,Jharkhand,2007,Autumn     ,Rice,905.72,903.33,1437.3
36754,76330,Jharkhand,2007,Winter     ,Rice,13451.27,20661.33,1437.3
36762,76338,Jharkhand,2003,Autumn     ,Rice,12998.57,3812.91,1245.0
36770,76346,Jharkhand,2003,Winter     ,Rice,17100.47,1149.51,1245.0
36773,76349,Jharkhand,2004,Autumn     ,Rice,5553.28,3580.01,1136.6
36781,76357,Jharkhand,2004,Winter     ,Rice,7107.02,2989.69,1136.6
36784,76360,Jharkhand,2005,Autumn     ,Rice,4129.58,1957.42,960.4
36791,76367,Jharkhand,2005,Winter     ,Rice,7222.98,2258.39,960.4
36794,76370,Jharkhand,2006,Autumn     ,Rice,5309.27,3479.33,1459.5
36802,76378,Jharkhand,2006,Winter     ,Rice,11796.12,10852.67,1459.5
36805,76381,Jharkhand,2007,Autumn     ,Rice,5282.08,3328.0,1437.3
36814,76390,Jharkhand,2007,Winter     ,Rice,11812.53,11773.33,1437.3
36823,76399,Jharkhand,2002,Autumn     ,Rice,12453.17,8650.8,1034.9
36826,76402,Jharkhand,2002,Winter     ,Rice,6723.39,7081.97,1034.9
36829,76405,Jharkhand,2003,Autumn     ,Rice,21204.71,13175.19,1245.0
36832,76408,Jharkhand,2003,Winter     ,Rice,9788.79,10689.36,1245.0
36835,76411,Jharkhand,2004,Autumn     ,Rice,10711.35,9504.54,1136.6
36840,76416,Jharkhand,2004,Winter     ,Rice,23219.0,18234.65,1136.6
36843,76419,Jharkhand,2005,Autumn     ,Rice,10711.35,5648.45,960.4
36851,76427,Jharkhand,2005,Winter     ,Rice,23219.0,9426.91,960.4
36854,76430,Jharkhand,2006,Autumn     ,Rice,12417.07,130064.67,1459.5
36864,76440,Jharkhand,2006,Winter     ,Rice,40752.3,56075.33,1459.5
36867,76443,Jharkhand,2007,Autumn     ,Rice,11252.53,13600.67,1437.3
36876,76452,Jharkhand,2007,Winter     ,Rice,23871.29,45737.33,1437.3
36884,76460,Jharkhand,2002,Autumn     ,Rice,61.81,649.45,1034.9
36889,76465,Jharkhand,2002,Winter     ,Rice,44941.72,64686.11,1034.9
36891,76467,Jharkhand,2003,Autumn     ,Rice,5996.42,8203.1,1245.0
36896,76472,Jharkhand,2003,Winter     ,Rice,413835.1,509568.95,1245.0
36898,76474,Jharkhand,2004,Autumn     ,Rice,1636.85,1276.74,1136.6
36903,76479,Jharkhand,2004,Winter     ,Rice,38937.38,40209.57,1136.6
36905,76481,Jharkhand,2005,Autumn     ,Rice,1965.47,1256.59,960.4
36910,76486,Jharkhand,2005,Winter     ,Rice,44117.15,39999.55,960.4
36913,76489,Jharkhand,2006,Autumn     ,Rice,2571.13,1762.0,1459.5
36922,76498,Jharkhand,2006,Winter     ,Rice,44167.13,43843.33,1459.5
36924,76500,Jharkhand,2007,Autumn     ,Rice,2946.66,2488.67,1437.3
36934,76510,Jharkhand,2007,Winter     ,Rice,45321.89,55141.33,1437.3
36942,76518,Jharkhand,2002,Autumn     ,Rice,8044.42,2016.47,1034.9
36949,76525,Jharkhand,2002,Winter     ,Rice,35364.38,25166.69,1034.9
36951,76527,Jharkhand,2003,Autumn     ,Rice,21390.53,13091.01,1245.0
36960,76536,Jharkhand,2003,Winter     ,Rice,34496.44,25228.39,1245.0
36969,76545,Jharkhand,2004,Winter     ,Rice,18762.54,8105.42,1136.6
36979,76555,Jharkhand,2005,Winter     ,Rice,26965.14,2152.63,960.4
36982,76558,Jharkhand,2006,Autumn     ,Rice,5605.83,3968.67,1459.5
36991,76567,Jharkhand,2006,Winter     ,Rice,27595.77,35892.67,1459.5
36994,76570,Jharkhand,2007,Autumn     ,Rice,6123.91,4348.0,1437.3
37004,76580,Jharkhand,2007,Winter     ,Rice,27530.63,28154.67,1437.3
37020,76596,Jharkhand,2002,Autumn     ,Rice,51998.42,38998.81,1034.9
37027,76603,Jharkhand,2002,Winter     ,Rice,124414.03,153692.9,1034.9
37030,76606,Jharkhand,2003,Autumn     ,Rice,123810.18,94673.52,1245.0
37038,76614,Jharkhand,2003,Winter     ,Rice,126638.97,150109.39,1245.0
37041,76617,Jharkhand,2004,Autumn     ,Rice,46197.84,31445.33,1136.6
37049,76625,Jharkhand,2004,Winter     ,Rice,122249.96,115729.96,1136.6
37052,76628,Jharkhand,2005,Autumn     ,Rice,36854.37,19925.93,960.4
37060,76636,Jharkhand,2005,Winter     ,Rice,107993.93,50613.15,960.4
37063,76639,Jharkhand,2006,Autumn     ,Rice,57794.98,42806.67,1459.5
37072,76648,Jharkhand,2006,Winter     ,Rice,102622.65,130878.0,1459.5
37075,76651,Jharkhand,2007,Autumn     ,Rice,48459.12,40932.0,1437.3
37083,76659,Jharkhand,2007,Winter     ,Rice,110647.03,144652.7,1437.3
37095,76671,Jharkhand,2002,Winter     ,Rice,30960.84,36657.63,1034.9
37101,76677,Jharkhand,2003,Winter     ,Rice,30849.59,36978.37,1245.0
37107,76683,Jharkhand,2004,Winter     ,Rice,31613.57,30686.23,1136.6
37113,76689,Jharkhand,2005,Winter     ,Rice,29486.43,25279.7,960.4
37116,76692,Jharkhand,2006,Autumn     ,Rice,1081.56,1202.0,1459.5
37125,76701,Jharkhand,2006,Winter     ,Rice,69714.23,48288.67,1459.5
37128,76704,Jharkhand,2007,Autumn     ,Rice,1384.96,921.33,1437.3
37135,76711,Jharkhand,2007,Winter     ,Rice,30002.55,27022.0,1437.3
37145,76721,Jharkhand,2003,Winter     ,Rice,61385.1,59257.08,1245.0
37147,76723,Jharkhand,2004,Autumn     ,Rice,745.9,335.16,1136.6
37152,76728,Jharkhand,2004,Winter     ,Rice,61257.74,62891.28,1136.6
37156,76732,Jharkhand,2005,Winter     ,Rice,64673.18,28930.47,960.4
37159,76735,Jharkhand,2006,Autumn     ,Rice,1091.45,632.0,1459.5
37167,76743,Jharkhand,2006,Winter     ,Rice,66319.44,101910.7,1459.5
37169,76745,Jharkhand,2007,Autumn     ,Rice,850.94,602.67,1437.3
37177,76753,Jharkhand,2007,Winter     ,Rice,66416.01,98605.33,1437.3
37186,76762,Jharkhand,2003,Autumn     ,Rice,58340.01,26408.58,1245.0
37193,76769,Jharkhand,2003,Winter     ,Rice,37613.44,27683.49,1245.0
37196,76772,Jharkhand,2004,Autumn     ,Rice,25055.93,16536.91,1136.6
37201,76777,Jharkhand,2004,Winter     ,Rice,39815.68,27977.15,1136.6
37204,76780,Jharkhand,2005,Autumn     ,Rice,24680.41,10003.79,960.4
37208,76784,Jharkhand,2005,Winter     ,Rice,39815.68,24898.07,960.4
37211,76787,Jharkhand,2006,Autumn     ,Rice,26728.64,14611.33,1459.5
37221,76797,Jharkhand,2006,Winter     ,Rice,38105.35,27359.33,1459.5
37224,76800,Jharkhand,2007,Autumn     ,Rice,27395.2,28728.67,1437.3
37231,76807,Jharkhand,2007,Winter     ,Rice,39000.26,65078.67,1437.3
37239,76815,Jharkhand,2002,Autumn     ,Rice,9311.57,5338.63,1034.9
37242,76818,Jharkhand,2002,Winter     ,Rice,117119.34,90103.81,1034.9
37244,76820,Jharkhand,2003,Autumn     ,Rice,20183.11,9782.08,1245.0
37248,76824,Jharkhand,2003,Winter     ,Rice,116530.94,61450.65,1245.0
37250,76826,Jharkhand,2004,Autumn     ,Rice,9775.62,6028.3,1136.6
37255,76831,Jharkhand,2004,Winter     ,Rice,85873.94,81007.75,1136.6
37257,76833,Jharkhand,2005,Autumn     ,Rice,10102.97,4472.25,960.4
37261,76837,Jharkhand,2005,Winter     ,Rice,117536.73,47484.84,960.4
37264,76840,Jharkhand,2006,Autumn     ,Rice,6695.48,3312.0,1459.5
37272,76848,Jharkhand,2006,Winter     ,Rice,127315.75,124514.7,1459.5
37274,76850,Jharkhand,2007,Autumn     ,Rice,11343.83,7578.0,1437.3
37282,76858,Jharkhand,2007,Winter     ,Rice,127677.16,137125.3,1437.3
37294,97992,Kerala,1998,Autumn     ,Rice,8719.0,17570.0,3151.5
37296,97994,Kerala,1998,Summer     ,Rice,19058.0,58013.0,3151.5
37307,98005,Kerala,1998,Winter     ,Rice,7348.0,16098.0,3151.5
37308,98006,Kerala,1999,Autumn     ,Rice,8233.0,24776.0,2914.6
37310,98008,Kerala,1999,Summer     ,Rice,16404.0,39718.0,2914.6
37321,98019,Kerala,1999,Winter     ,Rice,10689.0,27593.0,2914.6
37322,98020,Kerala,2000,Autumn     ,Rice,9808.0,16384.0,2412.6
37324,98022,Kerala,2000,Summer     ,Rice,17536.0,55953.0,2412.6
37335,98033,Kerala,2000,Winter     ,Rice,10396.0,31207.0,2412.6
37336,98034,Kerala,2001,Autumn     ,Rice,6851.0,2390.0,2931.1
37338,98036,Kerala,2001,Summer     ,Rice,8741.0,22668.0,2931.1
37350,98048,Kerala,2001,Winter     ,Rice,17519.0,47741.0,2931.1
37351,98049,Kerala,2002,Autumn     ,Rice,3721.0,9467.0,2507.4
37353,98051,Kerala,2002,Summer     ,Rice,8765.0,28992.0,2507.4
37371,98076,Kerala,2002,Winter     ,Rice,17149.0,53102.0,2507.4
37372,98077,Kerala,2003,Autumn     ,Rice,5650.0,11736.0,2394.9
37375,98080,Kerala,2003,Summer     ,Rice,9727.0,21180.0,2394.9
37391,98102,Kerala,2003,Winter     ,Rice,16706.0,30092.0,2394.9
37392,98103,Kerala,2004,Autumn     ,Rice,6366.0,18345.0,2886.1
37394,98105,Kerala,2004,Summer     ,Rice,11991.0,27680.0,2886.1
37405,98116,Kerala,2004,Winter     ,Rice,13801.0,32466.0,2886.1
37406,98117,Kerala,2005,Autumn     ,Rice,8643.0,16555.0,3031.1
37408,98119,Kerala,2005,Summer     ,Rice,4465.0,11764.0,3031.1
37419,98130,Kerala,2005,Winter     ,Rice,15660.0,43429.0,3031.1
37420,98131,Kerala,2006,Autumn     ,Rice,7594.0,22287.0,3420.6
37422,98133,Kerala,2006,Summer     ,Rice,9770.0,27762.0,3420.6
37433,98144,Kerala,2006,Winter     ,Rice,13696.0,40111.0,3420.6
37434,98145,Kerala,2007,Autumn     ,Rice,7991.0,14128.0,3489.6
37437,98148,Kerala,2007,Summer     ,Rice,15291.0,26776.0,3489.6
37448,98159,Kerala,2007,Winter     ,Rice,10053.0,21366.0,3489.6
37449,98160,Kerala,2008,Autumn     ,Rice,8755.0,26254.0,2524.5
37451,98162,Kerala,2008,Summer     ,Rice,18121.0,55997.0,2524.5
37462,98173,Kerala,2008,Winter     ,Rice,7267.0,21999.0,2524.5
37463,98174,Kerala,2009,Autumn     ,Rice,9128.0,28912.0,2810.6
37465,98176,Kerala,2009,Summer     ,Rice,16820.0,46392.0,2810.6
37476,98187,Kerala,2009,Winter     ,Rice,7492.0,22672.0,2810.6
37477,98188,Kerala,2010,Autumn     ,Rice,10445.22,23855.73,3131.8
37479,98190,Kerala,2010,Summer     ,Rice,22744.6,58234.49,3131.8
37489,98200,Kerala,2010,Winter     ,Rice,3869.68,9234.54,3131.8
37490,98201,Kerala,2011,Autumn     ,Rice,9966.03,30522.44,3035.1
37492,98203,Kerala,2011,Summer     ,Rice,17169.79,53156.99,3035.1
37503,98214,Kerala,2011,Winter     ,Rice,9115.09,28301.03,3035.1
37504,98215,Kerala,2012,Autumn     ,Rice,10758.0,32362.0,2151.1
37505,98216,Kerala,2012,Summer     ,Rice,20325.0,57043.0,2151.1
37521,98236,Kerala,2012,Winter     ,Rice,5112.0,15188.0,2151.1
37523,98238,Kerala,2013,Autumn     ,Rice,6339.0,20589.0,3255.4
37524,98239,Kerala,2013,Summer     ,Rice,19626.0,50082.0,3255.4
37538,98255,Kerala,2013,Winter     ,Rice,11438.0,36195.0,3255.4
37539,98256,Kerala,2014,Autumn     ,Rice,11073.0,28432.0,3046.4
37540,98257,Kerala,2014,Summer     ,Rice,18685.0,60549.0,3046.4
37556,98276,Kerala,2014,Winter     ,Rice,4657.0,14114.0,3046.4
37562,98282,Kerala,1998,Autumn     ,Rice,16822.0,28778.0,3151.5
37564,98284,Kerala,1998,Summer     ,Rice,12446.0,19138.0,3151.5
37576,98296,Kerala,1998,Winter     ,Rice,20462.0,36613.0,3151.5
37577,98297,Kerala,1999,Autumn     ,Rice,15467.0,31401.0,2914.6
37579,98299,Kerala,1999,Summer     ,Rice,9737.0,17067.0,2914.6
37590,98310,Kerala,1999,Winter     ,Rice,17690.0,33858.0,2914.6
37591,98311,Kerala,2000,Autumn     ,Rice,14600.0,26770.0,2412.6
37593,98313,Kerala,2000,Summer     ,Rice,7381.0,11941.0,2412.6
37604,98324,Kerala,2000,Winter     ,Rice,15452.0,26596.0,2412.6
37605,98325,Kerala,2001,Autumn     ,Rice,11821.0,22370.0,2931.1
37607,98327,Kerala,2001,Summer     ,Rice,6693.0,10867.0,2931.1
37619,98339,Kerala,2001,Winter     ,Rice,14391.0,26486.0,2931.1
37620,98340,Kerala,2002,Autumn     ,Rice,12016.0,23859.0,2507.4
37622,98342,Kerala,2002,Summer     ,Rice,6608.0,11936.0,2507.4
37641,98368,Kerala,2002,Winter     ,Rice,13448.0,25091.0,2507.4
37642,98369,Kerala,2003,Autumn     ,Rice,11291.0,20467.0,2394.9
37644,98371,Kerala,2003,Summer     ,Rice,6155.0,10828.0,2394.9
37660,98393,Kerala,2003,Winter     ,Rice,12049.0,22749.0,2394.9
37661,98394,Kerala,2004,Autumn     ,Rice,10797.0,21349.0,2886.1
37664,98397,Kerala,2004,Summer     ,Rice,4862.0,8752.0,2886.1
37675,98408,Kerala,2004,Winter     ,Rice,12486.0,24400.0,2886.1
37676,98409,Kerala,2005,Autumn     ,Rice,9976.0,19168.0,3031.1
37678,98411,Kerala,2005,Summer     ,Rice,2812.0,5301.0,3031.1
37688,98421,Kerala,2005,Winter     ,Rice,12146.0,23564.0,3031.1
37689,98422,Kerala,2006,Autumn     ,Rice,5740.0,11034.0,3420.6
37692,98425,Kerala,2006,Summer     ,Rice,2455.0,4432.0,3420.6
37702,98435,Kerala,2006,Winter     ,Rice,13700.0,28541.0,3420.6
37703,98436,Kerala,2007,Autumn     ,Rice,4382.0,8196.0,3489.6
37705,98438,Kerala,2007,Summer     ,Rice,2236.0,4123.0,3489.6
37716,98449,Kerala,2007,Winter     ,Rice,5725.0,12088.0,3489.6
37717,98450,Kerala,2008,Autumn     ,Rice,5097.0,10172.0,2524.5
37719,98452,Kerala,2008,Summer     ,Rice,1962.0,3401.0,2524.5
37729,98463,Kerala,2008,Winter     ,Rice,5907.0,12334.0,2524.5
37730,98464,Kerala,2009,Autumn     ,Rice,4090.0,7803.0,2810.6
37732,98466,Kerala,2009,Summer     ,Rice,1576.0,2599.0,2810.6
37742,98477,Kerala,2009,Winter     ,Rice,5121.0,10622.0,2810.6
37743,98478,Kerala,2010,Autumn     ,Rice,3353.88,6379.8,3131.8
37745,98480,Kerala,2010,Summer     ,Rice,1152.89,2242.17,3131.8
37754,98490,Kerala,2010,Winter     ,Rice,4508.73,9200.58,3131.8
37755,98491,Kerala,2011,Autumn     ,Rice,3134.85,6488.16,3035.1
37757,98493,Kerala,2011,Summer     ,Rice,718.83,1567.97,3035.1
37767,98504,Kerala,2011,Winter     ,Rice,3877.16,8516.26,3035.1
37768,98505,Kerala,2012,Autumn     ,Rice,1370.0,2693.0,2151.1
37769,98506,Kerala,2012,Summer     ,Rice,343.0,770.0,2151.1
37784,98526,Kerala,2012,Winter     ,Rice,2227.0,5070.0,2151.1
37786,98528,Kerala,2013,Autumn     ,Rice,911.0,1908.0,3255.4
37787,98529,Kerala,2013,Summer     ,Rice,433.0,940.0,3255.4
37800,98545,Kerala,2013,Winter     ,Rice,2708.0,6208.0,3255.4
37801,98546,Kerala,2014,Autumn     ,Rice,1330.0,2593.0,3046.4
37802,98547,Kerala,2014,Summer     ,Rice,390.0,857.0,3046.4
37813,98562,Kerala,2014,Winter     ,Rice,2924.0,6524.0,3046.4
37819,98568,Kerala,1998,Autumn     ,Rice,1065.0,2314.0,3151.5
37823,98572,Kerala,1998,Summer     ,Rice,329.0,812.0,3151.5
37836,98585,Kerala,1998,Winter     ,Rice,2452.0,5869.0,3151.5
37837,98586,Kerala,1999,Autumn     ,Rice,866.0,2215.0,2914.6
37840,98589,Kerala,1999,Summer     ,Rice,385.0,1122.0,2914.6
37853,98602,Kerala,1999,Winter     ,Rice,2389.0,5719.0,2914.6
37854,98603,Kerala,2000,Autumn     ,Rice,999.0,2323.0,2412.6
37857,98606,Kerala,2000,Summer     ,Rice,291.0,782.0,2412.6
37870,98619,Kerala,2000,Winter     ,Rice,2183.0,4787.0,2412.6
37871,98620,Kerala,2001,Autumn     ,Rice,1063.0,2593.0,2931.1
37874,98623,Kerala,2001,Summer     ,Rice,555.0,1297.0,2931.1
37890,98639,Kerala,2001,Winter     ,Rice,2770.0,6836.0,2931.1
37891,98640,Kerala,2002,Autumn     ,Rice,1294.0,3111.0,2507.4
37895,98644,Kerala,2002,Summer     ,Rice,286.0,538.0,2507.4
37917,98673,Kerala,2002,Winter     ,Rice,2205.0,4925.0,2507.4
37918,98674,Kerala,2003,Autumn     ,Rice,1201.0,2844.0,2394.9
37922,98678,Kerala,2003,Summer     ,Rice,77.0,102.0,2394.9
37940,98702,Kerala,2003,Winter     ,Rice,1950.0,4580.0,2394.9
37941,98703,Kerala,2004,Autumn     ,Rice,1147.0,2943.0,2886.1
37946,98708,Kerala,2004,Summer     ,Rice,157.0,394.0,2886.1
37959,98721,Kerala,2004,Winter     ,Rice,1862.0,4445.0,2886.1
37960,98722,Kerala,2005,Autumn     ,Rice,850.0,2093.0,3031.1
37962,98724,Kerala,2005,Summer     ,Rice,238.0,649.0,3031.1
37975,98737,Kerala,2005,Winter     ,Rice,1844.0,4758.0,3031.1
37976,98738,Kerala,2006,Autumn     ,Rice,851.0,2345.0,3420.6
37981,98743,Kerala,2006,Summer     ,Rice,217.0,569.0,3420.6
37994,98756,Kerala,2006,Winter     ,Rice,1810.0,4593.0,3420.6
37995,98757,Kerala,2007,Autumn     ,Rice,462.0,1156.0,3489.6
37999,98762,Kerala,2007,Summer     ,Rice,58.0,153.0,3489.6
38012,98775,Kerala,2007,Winter     ,Rice,1670.0,4650.0,3489.6
38013,98776,Kerala,2008,Autumn     ,Rice,494.0,1302.0,2524.5
38018,98781,Kerala,2008,Summer     ,Rice,57.0,135.0,2524.5
38031,98794,Kerala,2008,Winter     ,Rice,1564.0,4057.0,2524.5
38032,98795,Kerala,2009,Autumn     ,Rice,588.0,1510.0,2810.6
38036,98799,Kerala,2009,Summer     ,Rice,209.0,521.0,2810.6
38049,98812,Kerala,2009,Winter     ,Rice,1531.0,4106.0,2810.6
38050,98813,Kerala,2010,Autumn     ,Rice,418.33,1083.47,3131.8
38051,98814,Kerala,2010,Summer     ,Rice,220.64,582.19,3131.8
38061,98824,Kerala,2010,Winter     ,Rice,1180.4,3078.76,3131.8
38062,98825,Kerala,2011,Autumn     ,Rice,259.85,626.12,3035.1
38064,98827,Kerala,2011,Summer     ,Rice,66.07,157.18,3035.1
38075,98838,Kerala,2011,Winter     ,Rice,937.82,2352.15,3035.1
38076,98839,Kerala,2012,Autumn     ,Rice,208.0,512.0,2151.1
38077,98840,Kerala,2012,Summer     ,Rice,91.0,166.0,2151.1
38097,98863,Kerala,2012,Winter     ,Rice,877.0,2505.0,2151.1
38098,98864,Kerala,2013,Autumn     ,Rice,62.0,157.0,3255.4
38099,98865,Kerala,2013,Summer     ,Rice,39.0,105.0,3255.4
38117,98886,Kerala,2013,Winter     ,Rice,560.0,1534.0,3255.4
38118,98887,Kerala,2014,Autumn     ,Rice,89.0,206.0,3046.4
38119,98888,Kerala,2014,Summer     ,Rice,33.0,89.0,3046.4
38136,98908,Kerala,2014,Winter     ,Rice,575.0,1508.0,3046.4
38142,98914,Kerala,1998,Autumn     ,Rice,8665.0,14122.0,3151.5
38144,98916,Kerala,1998,Summer     ,Rice,295.0,347.0,3151.5
38156,98929,Kerala,1998,Winter     ,Rice,4918.0,8071.0,3151.5
38157,98930,Kerala,1999,Autumn     ,Rice,6898.0,11598.0,2914.6
38158,98931,Kerala,1999,Summer     ,Rice,264.0,334.0,2914.6
38170,98944,Kerala,1999,Winter     ,Rice,4548.0,7868.0,2914.6
38171,98945,Kerala,2000,Autumn     ,Rice,6926.0,12046.0,2412.6
38173,98947,Kerala,2000,Summer     ,Rice,324.0,410.0,2412.6
38184,98959,Kerala,2000,Winter     ,Rice,4541.0,8228.0,2412.6
38185,98960,Kerala,2001,Autumn     ,Rice,5915.0,10557.0,2931.1
38186,98962,Kerala,2001,Summer     ,Rice,369.0,514.0,2931.1
38197,98974,Kerala,2001,Winter     ,Rice,4703.0,8392.0,2931.1
38198,98975,Kerala,2002,Autumn     ,Rice,6369.0,11911.0,2507.4
38199,98977,Kerala,2002,Summer     ,Rice,318.0,428.0,2507.4
38217,99003,Kerala,2002,Winter     ,Rice,4636.0,8455.0,2507.4
38218,99004,Kerala,2003,Autumn     ,Rice,5287.0,10147.0,2394.9
38220,99006,Kerala,2003,Summer     ,Rice,191.0,202.0,2394.9
38236,99029,Kerala,2003,Winter     ,Rice,3983.0,6169.0,2394.9
38237,99030,Kerala,2004,Autumn     ,Rice,4877.0,9257.0,2886.1
38238,99032,Kerala,2004,Summer     ,Rice,118.0,149.0,2886.1
38249,99044,Kerala,2004,Winter     ,Rice,4107.0,7692.0,2886.1
38250,99045,Kerala,2005,Autumn     ,Rice,5302.0,9980.0,3031.1
38252,99048,Kerala,2005,Summer     ,Rice,82.0,89.0,3031.1
38263,99060,Kerala,2005,Winter     ,Rice,3839.0,7314.0,3031.1
38264,99061,Kerala,2006,Autumn     ,Rice,4602.0,8733.0,3420.6
38265,99062,Kerala,2006,Summer     ,Rice,98.0,120.0,3420.6
38276,99074,Kerala,2006,Winter     ,Rice,4142.0,8522.0,3420.6
38277,99075,Kerala,2007,Autumn     ,Rice,3470.0,6321.0,3489.6
38279,99077,Kerala,2007,Summer     ,Rice,121.0,189.0,3489.6
38290,99089,Kerala,2007,Winter     ,Rice,3641.0,7601.0,3489.6
38291,99090,Kerala,2008,Autumn     ,Rice,3723.0,6541.0,2524.5
38292,99091,Kerala,2008,Summer     ,Rice,118.0,192.0,2524.5
38303,99103,Kerala,2008,Winter     ,Rice,3808.0,6904.0,2524.5
38304,99104,Kerala,2009,Autumn     ,Rice,4098.0,7843.0,2810.6
38305,99105,Kerala,2009,Summer     ,Rice,108.0,157.0,2810.6
38316,99117,Kerala,2009,Winter     ,Rice,2924.0,5843.0,2810.6
38317,99118,Kerala,2010,Autumn     ,Rice,3054.17,6536.19,3131.8
38318,99119,Kerala,2010,Summer     ,Rice,107.51,241.64,3131.8
38328,99129,Kerala,2010,Winter     ,Rice,3176.82,6530.49,3131.8
38329,99130,Kerala,2011,Autumn     ,Rice,2516.78,5093.77,3035.1
38330,99131,Kerala,2011,Summer     ,Rice,95.92,199.38,3035.1
38341,99143,Kerala,2011,Winter     ,Rice,3126.88,6876.57,3035.1
38342,99144,Kerala,2012,Autumn     ,Rice,3618.0,7926.0,2151.1
38343,99145,Kerala,2012,Summer     ,Rice,56.0,101.0,2151.1
38359,99168,Kerala,2012,Winter     ,Rice,3010.0,6210.0,2151.1
38360,99169,Kerala,2013,Autumn     ,Rice,2684.0,5908.0,3255.4
38361,99170,Kerala,2013,Summer     ,Rice,20.0,46.0,3255.4
38375,99189,Kerala,2013,Winter     ,Rice,2376.0,5339.0,3255.4
38376,99190,Kerala,2014,Autumn     ,Rice,2638.0,5905.0,3046.4
38377,99191,Kerala,2014,Summer     ,Rice,11.0,25.0,3046.4
38389,99208,Kerala,2014,Winter     ,Rice,2306.0,5234.0,3046.4
38395,99214,Kerala,1998,Autumn     ,Rice,4806.0,10048.0,3151.5
38396,99215,Kerala,1998,Summer     ,Rice,261.0,366.0,3151.5
38409,99229,Kerala,1998,Winter     ,Rice,2941.0,5617.0,3151.5
38410,99230,Kerala,1999,Autumn     ,Rice,4749.0,9280.0,2914.6
38412,99232,Kerala,1999,Summer     ,Rice,217.0,426.0,2914.6
38426,99246,Kerala,1999,Winter     ,Rice,3420.0,6290.0,2914.6
38427,99247,Kerala,2000,Autumn     ,Rice,5200.0,9978.0,2412.6
38428,99249,Kerala,2000,Summer     ,Rice,285.0,514.0,2412.6
38440,99262,Kerala,2000,Winter     ,Rice,3673.0,6992.0,2412.6
38441,99263,Kerala,2001,Autumn     ,Rice,4602.0,10052.0,2931.1
38443,99265,Kerala,2001,Summer     ,Rice,195.0,326.0,2931.1
38455,99278,Kerala,2001,Winter     ,Rice,2616.0,5259.0,2931.1
38456,99279,Kerala,2002,Autumn     ,Rice,4408.0,10094.0,2507.4
38457,99280,Kerala,2002,Summer     ,Rice,148.0,250.0,2507.4
38476,99307,Kerala,2002,Winter     ,Rice,2640.0,5300.0,2507.4
38477,99308,Kerala,2003,Autumn     ,Rice,3756.0,9315.0,2394.9
38480,99311,Kerala,2003,Summer     ,Rice,73.0,109.0,2394.9
38498,99335,Kerala,2003,Winter     ,Rice,2434.0,4963.0,2394.9
38499,99336,Kerala,2004,Autumn     ,Rice,3059.0,7270.0,2886.1
38501,99338,Kerala,2004,Summer     ,Rice,92.0,175.0,2886.1
38514,99351,Kerala,2004,Winter     ,Rice,2524.0,5160.0,2886.1
38515,99352,Kerala,2005,Autumn     ,Rice,3237.0,8234.0,3031.1
38518,99355,Kerala,2005,Summer     ,Rice,160.0,364.0,3031.1
38531,99368,Kerala,2005,Winter     ,Rice,2633.0,5188.0,3031.1
38532,99369,Kerala,2006,Autumn     ,Rice,2766.0,6592.0,3420.6
38535,99372,Kerala,2006,Summer     ,Rice,188.0,404.0,3420.6
38548,99385,Kerala,2006,Winter     ,Rice,2369.0,5146.0,3420.6
38549,99386,Kerala,2007,Autumn     ,Rice,3060.0,6628.0,3489.6
38552,99389,Kerala,2007,Summer     ,Rice,168.0,311.0,3489.6
38564,99402,Kerala,2007,Winter     ,Rice,1936.0,4024.0,3489.6
38565,99403,Kerala,2008,Autumn     ,Rice,2796.0,6682.0,2524.5
38569,99407,Kerala,2008,Summer     ,Rice,170.0,326.0,2524.5
38580,99420,Kerala,2008,Winter     ,Rice,2025.0,4035.0,2524.5
38581,99421,Kerala,2009,Autumn     ,Rice,2464.0,5678.0,2810.6
